Mine,County,Elevation,Commodity,Latitude,Longitude,MRDS
Acme Consolidated,Amador,1299 Feet,Gold,38.3022,-120.76080,10260339
Shenandoah,Amador,1191 Feet,Gold,38.50333,-120.83944,10028177
Unknown,Amador,na,Gold,38.21083,-120.89972,10028058
Golden Crown,Amador,na,Gold,38.45222,-120.80278,10028273
Moore,Amador,1125 Feet,Gold,38.33722,-120.75944,10028259
Golden Gate,Amador,na,Gold,38.36444,-120.78222,10028236
Confidence,Amador,na,Gold,38.31472,-120.73278,10028180
Stribley,Amador,na,Gold,38.345,-120.77028,10095060
Union Flat,Amador,na,Gold,38.46278,-120.64056,10028315
California Group,Amador,na,Gold,38.45389,-120.83528,10028162
Unknown,Amador,na,Gold,38.41694,-120.60361,10028336
Douglas,Amador,na,Gold,38.43222,-120.65944,10028325
Parker,Amador,na,Gold,38.46167,-120.62222,10028310
Fuller,Amador,na,Gold,38.33028,-120.76167,10028260
Unidentified Workings,Amador,na,Gold,38.35917,-120.77139,10028245
Nevada Wabash,Amador,na,Gold,38.40583,-120.81111,10028215
Lee Stock,Amador,699 Feet,Gold,38.4303,-120.86920,10138222
Bellwether,Amador,1181 Feet,Gold,38.36111,-120.77333,10028243
Silva Placer,Amador,na,Gold,38.36444,-120.78222,10028240
Irma and Weldon,Amador,na,Gold,38.44694,-120.86306,10028158
North Gover,Amador,1001 Feet,Gold,38.4408,-120.83440,10259862
Poclepovich,Amador,1201 Feet,Gold,38.4406,-120.82780,10114660
Cooper,Amador,na,Gold,38.52,-120.74222,10095064
Mungo Park,Amador,na,Gold,38.44694,-120.56694,10091943
May Ella,Amador,na,Gold,38.47417,-120.84333,10028107
Centennial,Amador,na,Gold,38.45833,-120.83139,10028139
Unknown,Amador,na,Gold,38.4025,-120.95611,10028018
Gillett,Amador,1801 Feet,Gold,38.50389,-120.75167,10034499
Empire,Amador,na,Gold,38.31611,-120.75583,10028182
Unknown,Amador,na,Gold,38.35917,-120.73444,10028247
Unknown,Amador,na,Gold,38.35917,-120.64167,10028296
Mother Lode,Amador,1801 Feet,Gold,38.3333,-120.70000,10138052
Trencher,Amador,2598 Feet,Gold,38.4194,-120.56720,10187449
Honula,Amador,2398 Feet,Gold,38.4181,-120.56720,10284621
Nottus,Amador,2999 Feet,Gold,38.4319,-120.56690,10235676
Sclavonia,Amador,na,Gold,38.39528,-120.80806,10091941
Red Tape,Amador,2201 Feet,Gold,38.42,-120.55240,10028361
Hardenburgh Mine,Amador,na,Gold,38.3,-120.75167,10028199
Sally,Amador,440 Feet,Gold,38.5189,-120.91690,10211056
John Mcculloh Property,Amador,299 Feet,Gold,38.4778,-120.00890,10284459
Douglas,Amador,2201 Feet,Gold,38.4322,-120.65940,10235389
Two Mining  Locations,Amador,na,Gold,38.41694,-120.82611,10028121
Croesus and St. Martin,Amador,1401 Feet,Gold,38.5203,-120.83610,10259759
Price,Amador,1001 Feet,Gold,38.5189,-120.84440,10259692
Monte De Oro,Amador,1001 Feet,Gold,38.5119,-120.84610,10114006
Allison,Amador,1001 Feet,Gold,38.5061,-120.87890,10235380
Creek Ledge,Amador,1001 Feet,Gold,38.5017,-120.84500,10186921
Shenandoah,Amador,1191 Feet,Gold,38.5033,-120.83940,10138657
Red Cloud,Amador,1201 Feet,Gold,38.5039,-120.84140,10211606
Belden,Amador,2930 Feet,Gold,38.4356,-120.51970,10138355
Focus,Amador,2598 Feet,Gold,38.4119,-120.65560,10211694
Alta and Alta Extension,Amador,2201 Feet,Gold,38.4322,-120.65940,10259683
Little Amador Mine,Amador,1030 Feet,Gold,38.4217,-120.82250,10211039
Great Eastern,Amador,1099 Feet,Gold,38.4222,-120.82720,10162535
Last Chance,Amador,1099 Feet,Gold,38.4239,-120.82390,10163053
Eclipse,Amador,1099 Feet,Gold,38.4231,-120.82610,10260274
Montezuma,Amador,na,Gold,38.475,-120.84333,10095044
Clinton Bar,Amador,1001 Feet,Gold,38.3786,-120.61610,10163165
Clark,Amador,2001 Feet,Gold,38.4875,-120.74170,10138438
Bruschi Ranch,Amador,1801 Feet,Gold,38.3639,-120.67750,10211215
Old Oaker,Amador,928 Feet,Gold,38.4906,-120.87310,10211468
Mahoney,Amador,na,Gold,38.40278,-120.80750,10091939
St. Julian,Amador,899 Feet,Gold,38.3,-120.75389,10095056
Boardman,Amador,2100 Feet,Gold,38.4397,-120.63280,10186988
Betty Lu,Amador,2402 Feet,Gold,38.4994,-120.69610,10114143
W.G.Anderson Property,Amador,801 Feet,Gold,38.3172,-120.82560,10211651
Placeritas,Amador,1099 Feet,Gold,38.4786,-120.85110,10259838
Gray Eagle,Amador,1181 Feet,Gold,38.49,-120.85110,10211369
Hartford,Amador,1070 Feet,Gold,38.4842,-120.84530,10138248
Hardenburg,Amador,801 Feet,Gold,38.3103,-120.73810,10235730
Golden Treasure,Amador,2231 Feet,Gold,38.5111,-120.73810,10284580
Giant,Amador,1099 Feet,Gold,38.4714,-120.83750,10114300
Placer Gravel,Amador,2598 Feet,Gold,38.4733,-120.58440,10284017
Ajax,Amador,3481 Feet,Gold,38.4456,-120.53920,10235216
A & B Mine,Amador,1050 Feet,Gold,38.4683,-120.83500,10114026
Unnamed Mine,Amador,2165 Feet,Gold,38.5269,-120.69920,10114728
Placer Gravel,Amador,2700 Feet,Gold,38.4194,-120.60580,10138541
Enoch,Amador,2398 Feet,Gold,38.4144,-120.65030,10138375
Tellurium,Amador,2398 Feet,Gold,38.4178,-120.65970,10162638
Red Oak,Amador,1076 Feet,Gold,38.4703,-120.84220,10187589
Garibaldi Dredge,Amador,2080 Feet,Gold,38.445,-120.61830,10163052
Mahoney,Amador,1299 Feet,Gold,38.4028,-120.80750,10235615
Alpine Mine,Amador,1099 Feet,Gold,38.4833,-120.84720,10260136
Fort John,Amador,1099 Feet,Gold,38.4669,-120.84220,10138128
Pine Grove Unit,Amador,2451 Feet,Gold,38.4111,-120.66940,10163125
Red Hill,Amador,2598 Feet,Gold,38.4194,-120.67390,10138520
Bright,Amador,1299 Feet,Gold,38.3414,-120.77560,10114712
Meek,Amador,1401 Feet,Gold,38.3403,-120.76110,10235889
Grand Prize,Amador,2900 Feet,Gold,38.425,-120.56670,10162728
West Somerset,Amador,2999 Feet,Gold,38.4319,-120.56690,10260198
Mexican,Amador,2999 Feet,Gold,38.4319,-120.56690,10138786
Lucky Girl,Amador,2999 Feet,Gold,38.4319,-120.55030,10187006
Elkhorn,Amador,2881 Feet,Gold,38.4264,-120.56470,10138675
Wabash,Amador,1299 Feet,Gold,38.4081,-120.80860,10235430
Occident,Amador,1401 Feet,Gold,38.4033,-120.80920,10211303
Illinois,Amador,1138 Feet,Gold,38.4972,-120.84310,10187079
Clyde and North Clyde,Amador,1401 Feet,Gold,38.3656,-120.78560,10280509
Pendola,Amador,1601 Feet,Gold,38.3678,-120.78670,10259806
Kennedy Mine,Amador,1362 Feet,Gold,38.3672,-120.77920,10235282
Ratto Mine,Amador,1345 Feet,Gold,38.37,-120.77360,10284302
Wild Cat,Amador,1699 Feet,Gold,38.3847,-120.77080,10186904
South Eureka,Amador,1591 Feet,Gold,38.3803,-120.79500,10134617
Mueller,Amador,2001 Feet,Gold,38.49,-120.74810,10235564
Mokelumne,Amador,2799 Feet,Gold,38.4547,-120.64280,10235348
Matulich Property,Amador,617 Feet,Gold,38.425,-120.84640,10235764
Malinda Setter Properties,Amador,400 Feet,Gold,38.5242,-120.94440,10259889
Tri Mountain,Amador,2398 Feet,Gold,38.4464,-120.64140,10211035
Babcock,Amador,2398 Feet,Gold,38.4464,-120.64310,10235858
Battle Mountain,Amador,2398 Feet,Gold,38.4464,-120.64140,10284568
Ama Oro,Amador,2441 Feet,Gold,38.4464,-120.64140,10162460
Hubbard and Mcadams,Amador,1299 Feet,Gold,38.3994,-120.80280,10259684
Granite State,Amador,1401 Feet,Gold,38.4028,-120.81190,10138234
Golden Eagle,Amador,1401 Feet,Gold,38.4033,-120.80780,10114236
Comet,Amador,1444 Feet,Gold,38.4044,-120.80940,10187190
Placer Deposits,Amador,1499 Feet,Gold,38.3647,-120.79390,10284172
Central Eureka Mine,Amador,1611 Feet,Gold,38.3831,-120.79690,10187647
Arata Property,Amador,151 Feet,Gold,38.2236,-120.94500,10284155
Allen Ranch,Amador,1601 Feet,Gold,38.3889,-120.77940,10211702
Ex Cramer Gold Mine,Amador,1201 Feet,Gold,38.3478,-120.77580,10211352
Excramer Gold Mine,Amador,351 Feet,Gold,38.3233,-120.91720,10211277
Sunnyside,Amador,2001 Feet,Gold,38.4894,-120.73310,10235511
Schully Ranch,Amador,801 Feet,Gold,38.3097,-120.83420,10260175
Santa Clara,Amador,2402 Feet,Gold,38.4117,-120.62530,10186878
Rupley Ranch,Amador,600 Feet,Gold,38.4392,-120.94470,10211196
A.J.Ringer Ranch,Amador,279 Feet,Gold,38.2883,-120.91860,10138371
Black Metal,Amador,2398 Feet,Gold,38.4197,-120.67470,10162968
Rainbow,Amador,2598 Feet,Gold,38.4219,-120.67310,10114033
Jack,Amador,2398 Feet,Gold,38.4181,-120.56720,10211562
Big Pine,Amador,2398 Feet,Gold,38.4181,-120.56720,10187169
Belmont,Amador,2398 Feet,Gold,38.4175,-120.56860,10187104
Mayella,Amador,1076 Feet,Gold,38.4742,-120.84330,10138233
Pine View No 1 Lode Claim,Amador,2881 Feet,Gold,38.4144,-120.57860,10260012
Oro Grande,Amador,2799 Feet,Gold,38.4244,-120.55940,10235326
Velvet,Amador,2799 Feet,Gold,38.4308,-120.56500,10186948
Union Flat,Amador,2900 Feet,Gold,38.4628,-120.64060,10162719
Rim Can Dredge,Amador,699 Feet,Gold,38.4258,-120.89000,10211357
Rancheria,Amador,2001 Feet,Gold,38.4603,-120.70280,10187209
John Orr Property,Amador,600 Feet,Gold,38.4686,-120.94190,10162727
Elephant Hydraulic,Amador,2799 Feet,Gold,38.4608,-120.64110,10235753
Cleveland,Amador,2799 Feet,Gold,38.4581,-120.63780,10235446
Parker,Amador,2598 Feet,Gold,38.4617,-120.62220,10114684
Katherine and Adeline,Amador,2398 Feet,Gold,38.4181,-120.56720,10211337
Lorentz Group,Amador,400 Feet,Gold,38.5225,-120.93670,10138066
Lahbling Gravel,Amador,249 Feet,Gold,38.3728,-120.97750,10260188
George Kretcher Property,Amador,1001 Feet,Gold,38.5344,-120.84250,10260401
Indian Creek,Amador,1001 Feet,Gold,38.5114,-120.84780,10138256
Humbug Diggings,Amador,2900 Feet,Gold,38.4758,-120.60420,10114400
Holsinger,Amador,351 Feet,Gold,38.4789,-121.00890,10187526
Gritton and Keefer,Amador,7100 Feet,Gold,38.4628,-119.96720,10235465
Forty-Nine Flat,Amador,2198 Feet,Gold,38.4606,-120.68750,10211329
Gw Easton Property,Amador,1001 Feet,Gold,38.4992,-120.84170,10162961
Hardenbergh,Amador,689 Feet,Gold,38.3,-120.75167,10076477
Bryan,Amador,na,Gold,38.53611,-120.84528,10028129
Last Chance,Amador,na,Gold,38.42389,-120.82389,10028118
Giant,Amador,na,Gold,38.47444,-120.84389,10028105
Golden Gate,Amador,899 Feet,Gold,38.4614,-120.84190,10259659
Green,Amador,899 Feet,Gold,38.4603,-120.84360,10138778
Joe Davis,Amador,801 Feet,Gold,38.4547,-120.83670,10187567
Providence,Amador,801 Feet,Gold,38.4594,-120.84360,10284000
West Eureka,Amador,1220 Feet,Gold,38.3928,-120.80500,10187361
Lincoln Consolidated,Amador,1201 Feet,Gold,38.3947,-120.80000,10259851
North Gover,Amador,na,Gold,38.44083,-120.83444,10028169
Somerset,Amador,2598 Feet,Gold,38.4194,-120.56720,10235091
Tierakoff and Crown Point,Amador,2598 Feet,Gold,38.4194,-120.56720,10211748
Tom and Dick,Amador,2398 Feet,Gold,38.4175,-120.56860,10235296
Baratini,Amador,na,Gold,38.28872,-120.75560,10034497
Mcintire,Amador,1401 Feet,Gold,38.4067,-120.81110,10210963
Maximilian,Amador,1401 Feet,Gold,38.4042,-120.78440,10235267
New Albany,Amador,600 Feet,Gold,38.3,-120.75000,10138644
Ebelbrau,Amador,2201 Feet,Gold,38.5269,-120.73110,10260066
Monitor,Amador,801 Feet,Gold,38.4592,-120.83500,10211609
North Henry Clay,Amador,801 Feet,Gold,38.4583,-120.83970,10235750
Little Illinois,Amador,801 Feet,Gold,38.4467,-120.84780,10284036
Dredge Tailings,Amador,574 Feet,Gold,38.43278,-120.86500,10110624
Bay State,Amador,1001 Feet,Gold,38.53778,-120.84278,10110623
Gold Gravel Mines,Amador,299 Feet,Gold,38.27611,-120.90000,10110622
Illinois Green,Amador,1001 Feet,Gold,38.5083,-120.84330,10187511
Peerless,Amador,1099 Feet,Gold,38.445,-120.83190,10260395
Pine Grove Unit,Amador,na,Gold,38.41111,-120.66944,10028329
Bell Weather,Amador,1401 Feet,Gold,38.3611,-120.77330,10260156
Oneida,Amador,1430 Feet,Gold,38.3736,-120.78720,10187120
Sclavonia,Amador,1152 Feet,Gold,38.3953,-120.80810,10259836
Tom and Dick,Amador,na,Gold,38.4175,-120.56861,10028362
Black Prince Coeur Leonis,Amador,2779 Feet,Gold,38.42778,-120.52500,10028347
Columbus Gold Gravel Drift,Amador,na,Gold,38.47972,-120.65861,10028304
Creek  Ledge,Amador,1001 Feet,Gold,38.50167,-120.84500,10028176
Arroyo Seco Ranch,Amador,na,Gold,38.36861,-120.97056,10028042
North Star,Amador,1299 Feet,Gold,38.40806,-120.81111,10028217
Kennedy,Amador,1499 Feet,Gold,38.36722,-120.77917,10028230
Unknown,Amador,na,Gold,38.35937,-120.77131,10028226
New York,Amador,na,Gold,38.31889,-120.81556,10028190
Keystone,Amador,na,Gold,38.41806,-120.82194,10028175
Price,Amador,na,Gold,38.51889,-120.84444,10028143
Mountain Gold Dredging Co,Amador,na,Gold,38.45389,-120.86917,10028093
Homestake,Amador,na,Gold,38.44694,-120.83500,10028166
Yellow Jacket,Amador,na,Gold,38.46139,-120.84333,10028155
Illinois,Amador,na,Gold,38.49917,-120.84194,10034501
Golden Gate,Amador,na,Gold,38.46139,-120.84194,10028148
Treasure Hazard,Amador,na,Gold,38.43139,-120.82667,10028111
Irish Hill,Amador,na,Gold,38.36889,-120.97444,10028017
Secor Dredge,Amador,na,Gold,38.45444,-120.69694,10028317
Elephantine,Amador,na,Gold,38.30139,-120.75167,10028193
Mutual,Amador,1299 Feet,Gold,38.40333,-120.80722,10028214
Original Amador,Amador,na,Gold,38.42306,-120.82611,10028119
Boro,Amador,na,Gold,38.44639,-120.82556,10028164
Grand Prize,Amador,2500 Feet,Gold,38.425,-120.56667,10028352
Tellurium,Amador,2402 Feet,Gold,38.41778,-120.65972,10028333
Battle Mountain,Amador,na,Gold,38.44639,-120.64139,10028319
Unknown,Amador,na,Gold,38.4025,-120.62250,10028287
Coulter,Amador,na,Gold,38.44611,-120.83389,10095052
Argonaut,Amador,1549 Feet,Gold,38.36306,-120.78528,10028233
I.X.L.,Amador,2201 Feet,Gold,38.3894,-120.66060,10162771
Elephant Hydraulic,Amador,na,Gold,38.46083,-120.64111,10028312
Muldoon Group,Amador,na,Gold,38.36167,-120.78361,10028238
Central Eureka,Amador,na,Gold Silver,38.38306,-120.79694,10028222
Vulture,Amador,na,Gold,38.31,-120.74972,10028185
Hingston Ranch,Amador,600 Feet,Gold,38.5203,-120.91610,10162458
Denend,Amador,2598 Feet,Gold,38.6456,-120.64060,10114566
Unknown,Amador,na,Gold,38.44842,-120.95444,10028049
Chicago,Amador,na,Gold,38.47139,-120.84750,10028103
Cleveland Cons.,Amador,2100 Feet,Gold,38.4464,-120.64030,10235234
Tripp,Amador,na,Gold,38.30333,-120.75194,10028200
R & M Mining Company,Amador,na,Gold,38.51111,-120.84750,10028145
Unnamed Mine,Amador,1260 Feet,Gold,38.41667,-120.81833,10076473
South Spring Hill,Amador,1260 Feet,Gold,38.41444,-120.81833,10076470
Unknown,Amador,na,Gold,38.41962,-120.99186,10028053
Three-In-One,Amador,na,Gold Silver,38.48861,-120.64111,10102600
Unnamed Shaft,Amador,741 Feet,Gold,38.29361,-120.81444,10076478
Pigeon Drift,Amador,na,Gold,38.51472,-120.77417,10109107
Lessley Ranch,Amador,1601 Feet,Gold,38.4331,-120.71030,10260406
Honolulu Lady,Amador,na,Gold,38.42278,-120.55056,10091946
Ballard,Amador,na,Gold,38.54778,-120.84556,10098213
Croesus and St. Martin,Amador,na,Gold,38.52028,-120.83611,10028142
Kate Gray,Amador,na,Gold,38.46167,-120.62222,10028308
Sierra,Amador,na,Gold,38.35944,-120.78861,10028239
Votaw Ranch,Amador,2001 Feet,Gold,38.4864,-120.65860,10187572
John Tonzi Property,Amador,318 Feet,Gold,38.4214,-120.98220,10235336
Moore Creek Mining Co.,Amador,2398 Feet,Gold,38.45,-120.63330,10162565
Amador Gold,Amador,1161 Feet,Gold,38.3267,-120.74280,10187356
Wildman,Amador,1181 Feet,Gold,38.3939,-120.80000,10114666
Herbertville,Amador,1099 Feet,Gold,38.4139,-120.81720,10235223
Amador Central,Amador,1020 Feet,Gold,38.4211,-120.82170,10187040
Consumnes River,Amador,1362 Feet,Gold,38.4,-120.81670,10259660
McKinney and Crannis,Amador,801 Feet,Gold,38.2933,-120.75470,10187172
St. Julian,Amador,899 Feet,Gold,38.3,-120.75390,10138708
Julia,Amador,899 Feet,Gold,38.3028,-120.75220,10138479
Forty-Nine,Amador,899 Feet,Gold,38.4611,-120.84140,10280798
North Eureka No 2,Amador,801 Feet,Gold,38.4561,-120.83810,10284553
Cosmopolitan Group,Amador,850 Feet,Gold,38.4536,-120.83780,10162482
Amador Star,Amador,1201 Feet,Gold,38.5292,-120.84670,10284331
Grand Prize,Amador,2500 Feet,Gold,38.50278,-120.52889,10028368
Elwood Orr,Amador,na,Gold,38.51306,-120.79417,10028278
R & M Mining Co.,Amador,938 Feet,Gold,38.5111,-120.84750,10211318
Unknown,Amador,na,Gold,38.50306,-120.76917,10028285
Stickel,Amador,na,Gold,38.38806,-120.66000,10095065
Placer Deposit,Amador,2598 Feet,Gold,38.4064,-120.61720,10186972
Good Hope,Amador,1250 Feet,Gold,38.3425,-120.76750,10138665
Placer Gravel,Amador,1299 Feet,Gold,38.3542,-120.73940,10284414
Volunteer,Amador,1401 Feet,Gold,38.3636,-120.78420,10114668
Pathfinder Mine,Amador,na,Gold,38.33611,-120.81444,10028258
Middle Bar Quartz Mine,Amador,na,Gold,38.3,-120.75000,10028197
Fremont-Glover Inc,Amador,899 Feet,Gold,38.4503,-120.83360,10260061
Forest Home,Amador,400 Feet,Gold,38.4808,-120.99360,10259716
Dredge Area,Amador,299 Feet,Gold,38.3428,-120.95580,10187025
Fremont Mine,Amador,1204 Feet,Gold,38.4356,-120.82610,10211695
Dredge Tailings,Amador,1201 Feet,Gold,38.4797,-120.82280,10114548
Centennial,Amador,801 Feet,Gold,38.4583,-120.83140,10163115
Atlantic,Amador,801 Feet,Gold,38.4542,-120.82890,10138677
Pioneer Mine,Amador,1060 Feet,Gold,38.4572,-120.85060,10260365
Beatrice,Amador,na,Gold,38.40139,-120.80917,10028208
Middle Bar Group,Amador,801 Feet,Gold,38.3022,-120.75140,10235169
Black Metal,Amador,981 Feet,Gold,38.3106,-120.75310,10260310
Hardenbergh,Amador,689 Feet,Gold,38.3,-120.75170,10211708
Templeton,Amador,na,Gold,38.49083,-120.84278,10095042
Kruger and Vaughn,Amador,na,Gold,38.31722,-120.75083,10102594
Hardscrabble,Amador,na,Gold,38.45417,-120.84417,10028156
Lagomarsino Drift Tunnel,Amador,na,Gold,38.44639,-120.64139,10028318
Clyde,Amador,na,Gold,38.36556,-120.78556,10028232
Hubbard and Mcadams,Amador,na,Gold,38.39944,-120.80278,10028212
Capital,Amador,na,Gold,38.39944,-120.80278,10028209
E.  A. Culver,Amador,na,Gold,38.31944,-120.71944,10028178
Bruce,Amador,na,Gold,38.46333,-120.84194,10028147
Caucasian Consolidated,Amador,1175 Feet,Gold,38.53333,-120.84472,10028130
Great Eastern,Amador,na,Gold,38.42222,-120.82722,10028117
New Hope,Amador,1201 Feet,Gold,38.48639,-120.86667,10028098
Mechanics,Amador,1499 Feet,Gold,38.4044,-120.78940,10138404
Baliol,Amador,1601 Feet,Gold,38.4025,-120.77940,10187437
Kent Dredging Co,Amador,1401 Feet,Gold,38.4225,-120.72110,10114694
Unnamed Shaft,Amador,741 Feet,Gold,38.2936,-120.81440,10138342
Pine View No. 1 Lode Claim,Amador,na,Gold,38.41444,-120.57861,10091945
Live Oak,Amador,2300 Feet,Gold,38.4614,-120.61670,10235248
Golden Gate,Amador,2598 Feet,Gold,38.4683,-120.60420,10114511
Columbus Gold Gravel,Amador,1939 Feet,Gold,38.4797,-120.65860,10114337
Frank P. and Annie Del Porto Prprty,Amador,2300 Feet,Gold,38.4817,-120.69420,10114123
Bruce,Amador,1001 Feet,Gold,38.4633,-120.84190,10211240
Chief,Amador,801 Feet,Gold,38.4608,-120.84420,10211299
Elwood Orr,Amador,1601 Feet,Gold,38.5131,-120.79420,10114457
Lorentz Property,Amador,1601 Feet,Gold,38.5442,-120.78670,10138755
White Mountain,Amador,1299 Feet,Gold,38.4503,-120.80690,10260046
Lincoln Consolidated,Amador,1201 Feet,Gold,38.39472,-120.80000,10028220
Sargent,Amador,na,Gold,38.30222,-120.74806,10028198
Venture,Amador,na,Gold,38.53194,-120.84306,10028132
Osceola,Amador,na,Gold,38.54778,-120.84306,10028125
Garibaldi Ranch,Amador,na,Gold,38.41861,-120.88250,10028115
Indiana,Amador,na,Gold,38.4775,-120.84389,10028106
Pension,Amador,na,Gold,38.5175,-120.93611,10028056
Providence,Amador,na,Gold,38.45944,-120.64750,10028153
Unknown,Amador,na,Gold,38.47444,-120.56556,10029539
Unnamed Prospect,Amador,699 Feet,Gold,38.2908,-120.76810,10114297
Unnamed Prospect,Amador,761 Feet,Gold,38.2936,-120.76140,10284199
Baratini,Amador,719 Feet,Gold,38.2908,-120.75560,10259695
Capital,Amador,1299 Feet,Gold,38.3994,-120.80280,10211712
Boyson,Amador,1201 Feet,Gold,38.4086,-120.81390,10211024
Beatrice,Amador,1250 Feet,Gold,38.4014,-120.80920,10207515
Gold Occurrence,Amador,761 Feet,Gold,38.2936,-120.81440,10235399
Oleta,Amador,2001 Feet,Gold,38.5083,-120.76170,10162796
Rainbow,Amador,na,Gold,38.42194,-120.67306,10102601
Eagle's Head,Amador,na,Gold,38.49139,-120.65944,10109108
Oneida,Amador,1299 Feet,Gold,38.37361,-120.78722,10102596
Doyle,Amador,974 Feet,Gold,38.32528,-120.75306,10102597
Alta,Amador,na,Gold,38.43222,-120.65944,10095067
Fiddletown,Amador,na,Gold,38.53333,-120.75000,10110474
Old Oaker,Amador,na,Gold,38.49056,-120.87306,10028099
Grey Eagle,Amador,na,Gold,38.49,-120.85111,10028095
Unknown,Amador,na,Gold,38.2783,-120.86828,10028064
Dredge Tailings,Amador,na,Gold,38.41962,-120.99186,10028050
Unidentified Workings,Amador,na,Gold,38.41888,-120.93698,10028048
Unknown,Amador,na,Gold,38.44211,-120.64467,10028027
Fremont - Gover Mine,Amador,1211 Feet,Gold,38.43533,-120.82613,10310615
Little Sargent,Amador,na,Gold,38.3025,-120.75250,10028195
Dredge Tailings,Amador,na,Gold,38.44211,-120.64467,10028019
Unknown,Amador,na,Gold,38.53194,-120.69444,10091942
Kennedy Extension,Amador,1450 Feet,Gold,38.36444,-120.78472,10095058
Jackson,Amador,na,Gold,38.35194,-120.78111,10028237
New London,Amador,na,Gold,38.46861,-120.84500,10028137
A & B Reeves,Amador,1050 Feet,Gold,38.46833,-120.83500,10028135
Lincoln Consolidated Mines,Amador,1319 Feet,Gold,38.40037,-120.80516,10310639
Wyomea,Amador,na,Gold,38.49722,-120.84250,10034504
Mother Lode,Amador,na,Gold,38.33333,-120.70000,10072384
Unnamed Workings,Amador,1900 Feet,Gold,38.53056,-120.76750,10110626
Original Amador Mine,Amador,951 Feet,Gold,38.42007,-120.82177,10310660
Oneida Mine,Amador,1430 Feet,Gold,38.37359,-120.78710,10310659
Central Eureka Mine,Amador,1611 Feet,Gold,38.38294,-120.79690,10310599
Gopher Mine,Amador,1089 Feet,Gold,38.43889,-120.83083,10076474
Camanche District,Amador,98 Feet,Gold,38.21328,-120.93330,10310596
Old Eureka Mine,Amador,1329 Feet,Gold,38.38798,-120.79898,10310657
Placeritas,Amador,1099 Feet,Gold,38.47861,-120.85111,10076458
Bunker Hill Mine,Amador,1001 Feet,Gold,38.42497,-120.82338,10310594
Plymouth Consolidated Mine,Amador,1089 Feet,Gold,38.47618,-120.84307,10310668
Unnamed Mine,Amador,1919 Feet,Gold,38.48833,-120.74222,10076480
Trencher,Amador,na,Gold,38.41944,-120.56722,10028365
Acme Cons,Amador,na,Gold,38.30222,-120.76083,10097007
Red Cloud,Amador,na,Gold,38.50389,-120.84139,10095054
Excelsior,Amador,na,Gold,38.52833,-120.84722,10097004
Volcano,Amador,na,Gold,38.41667,-120.50000,10110475
Enoch,Amador,2402 Feet,Gold,38.42333,-120.53500,10097010
