i	dep_id	yr	line	res_nm	res_tp	proved	probable	reserves	meas	indic	demo	infer	tot_resources	tot_endowment	units	best_rec	remrk	inserted_by	insert_date	updated_by	update_date
5276	"10173834"	"0"	1	""	"In-situ"					5000	5000	25000	30000		"mt ore"	"Y"	""	"MAS migration"	"29-OCT-02"	"Paul Schruben"	"10-JAN-06"
5277	"10110429"	"1962"	4	""	"In-situ"								75000000		"mt ore"	"Y"	""	"MRDS migration"	"29-OCT-2002 00:00:00"	""	""
5278	"10056415"	"1986"	1	""	"In-situ"										"mt ore"	"Y"	""	"MRDS migration"	"29-OCT-2002 00:00:00"	""	""
5279	"10026628"	"1984"	20	""	"In-situ"								35000000		"mt ore"	"Y"	""	"MRDS migration"	"29-OCT-2002 00:00:00"	"Paul Schruben"	"10-JAN-2006 00:00:00"
5280	"10072448"	"1987"	30	""	"In-situ"										"mt ore"	""	""	"MRDS migration"	"29-OCT-02"	""	""
5281	"10072448"	"1987"	28	""	"In-situ"										"mt ore"	""	""	"MRDS migration"	"29-OCT-02"	""	""
5282	"10072448"	"1987"	26	""	"In-situ"										"mt ore"	""	""	"MRDS migration"	"29-OCT-02"	""	""
5283	"10072448"	"1987"	24	""	"In-situ"										"mt ore"	""	""	"MRDS migration"	"29-OCT-02"	""	""
5284	"10072448"	"1987"	22	""	"In-situ"										"mt ore"	""	""	"MRDS migration"	"29-OCT-02"	""	""
5285	"10072448"	"1987"	20	""	"In-situ"										"mt ore"	"Y"	""	"MRDS migration"	"29-OCT-02"	""	""
5286	"10068767"	"1968"	5	""	"In-situ"								1000000000		"mt ore"	""	""	"MRDS migration"	"29-OCT-2002 00:00:00"	""	""
5287	"10232595"	"1971"	3	""	"In-situ"				6743000		6743000		6743000		"mt ore"	"Y"	""	"MAS migration"	"29-OCT-2002 00:00:00"	"Paul Schruben"	"10-JAN-2006 00:00:00"
5288	"10059258"	"1981"	1	""	"In-situ"								60000000		"mt ore"	"Y"	""	"MRDS migration"	"29-OCT-2002 00:00:00"	""	""
5289	"10058001"	"1967"	1	""	"In-situ"								12000000		"mt ore"	"Y"	""	"MRDS migration"	"29-OCT-2002 00:00:00"	""	""
5290	"10062272"	"1924"	1	""	"In-situ"								34000		"mt ore"	"Y"	""	"MRDS migration"	"29-OCT-2002 00:00:00"	""	""
5291	"10278964"	"0"	1	""	"In-situ"						540000		540000		"mt ore"	"Y"	""	"MAS migration"	"29-OCT-2002 00:00:00"	"Paul Schruben"	"10-JAN-2006 00:00:00"
5292	"10004000"	"1974"	1	""	"In-situ"								340000000		"mt ore"	"Y"	""	"MRDS migration"	"29-OCT-02"	""	""
5293	"10078061"	"1970"	1	""	"In-situ"								1000000000		"mt ore"	"Y"	""	"MRDS migration"	"29-OCT-2002 00:00:00"	""	""
5294	"10112852"	"1984"	1	""	"In-situ"							3407	3407		"mt ore"	"Y"	""	"MAS migration"	"29-OCT-2002 00:00:00"	"Paul Schruben"	"10-JAN-2006 00:00:00"
5295	"10279122"	"1993"	9	""	"In-situ"						783808		783808		"mt ore"	""	""	"MAS migration"	"29-OCT-2002 00:00:00"	"Paul Schruben"	"10-JAN-2006 00:00:00"
5296	"10279122"	"1993"	6	""	"In-situ"							3008226	3008226		"mt ore"	""	""	"MAS migration"	"29-OCT-2002 00:00:00"	"Paul Schruben"	"10-JAN-2006 00:00:00"
5297	"10279122"	"1993"	5	""	"In-situ"						2224418		2224418		"mt ore"	""	""	"MAS migration"	"29-OCT-2002 00:00:00"	"Paul Schruben"	"10-JAN-2006 00:00:00"
5298	"10279122"	"1993"	4	""	"In-situ"					783808	783808		783808		"mt ore"	""	""	"MAS migration"	"29-OCT-2002 00:00:00"	"Paul Schruben"	"10-JAN-2006 00:00:00"
5299	"10279122"	"1991"	3	""	"In-situ"							3041791	3041791		"mt ore"	""	""	"MAS migration"	"29-OCT-2002 00:00:00"	"Paul Schruben"	"10-JAN-2006 00:00:00"
5300	"10279122"	"1991"	2	""	"In-situ"							1987642	1987642		"mt ore"	""	""	"MAS migration"	"29-OCT-2002 00:00:00"	"Paul Schruben"	"10-JAN-2006 00:00:00"
5301	"10279122"	"1991"	1	""	"In-situ"					1054149	1054149		1054149		"mt ore"	"Y"	""	"MAS migration"	"29-OCT-2002 00:00:00"	"Paul Schruben"	"10-JAN-2006 00:00:00"
5302	"10230228"	"1988"	9	""	"In-situ"						173000		173000		"mt ore"	""	""	"MAS migration"	"29-OCT-2002 00:00:00"	"Paul Schruben"	"10-JAN-2006 00:00:00"
5303	"10230228"	"1988"	5	""	"In-situ"								794644		"mt ore"	""	""	"MAS migration"	"29-OCT-2002 00:00:00"	"Paul Schruben"	"10-JAN-2006 00:00:00"
5304	"10230228"	"1988"	4	""	"In-situ"								622000		"mt ore"	""	""	"MAS migration"	"29-OCT-2002 00:00:00"	"Paul Schruben"	"10-JAN-2006 00:00:00"
5305	"10230228"	"1988"	3	""	"In-situ"							449000	449000		"mt ore"	""	""	"MAS migration"	"29-OCT-2002 00:00:00"	"Paul Schruben"	"10-JAN-2006 00:00:00"
5306	"10230228"	"1988"	2	""	"In-situ"						173000		173000		"mt ore"	""	""	"MAS migration"	"29-OCT-2002 00:00:00"	"Paul Schruben"	"10-JAN-2006 00:00:00"
5307	"10230228"	"1986"	1	""	"In-situ"							333900000	333900000		"mt ore"	"Y"	""	"MAS migration"	"29-OCT-2002 00:00:00"	"Paul Schruben"	"10-JAN-2006 00:00:00"
5308	"10078063"	"1970"	1	""	"In-situ"								2000000000		"mt ore"	"Y"	""	"MRDS migration"	"29-OCT-2002 00:00:00"	""	""
5309	"10049048"	"1945"	20	""	"In-situ"										"mt ore"	"Y"	""	"MRDS migration"	"29-OCT-2002 00:00:00"	""	""
5310	"10279553"	"1981"	1	""	"In-situ"							50000	50000		"mt ore"	"Y"	""	"MAS migration"	"29-OCT-2002 00:00:00"	"Paul Schruben"	"10-JAN-2006 00:00:00"
5311	"10254950"	"1969"	1	""	"In-situ"					900000	900000		900000		"mt ore"	"Y"	""	"MAS migration"	"29-OCT-2002 00:00:00"	"Paul Schruben"	"10-JAN-2006 00:00:00"
5312	"10254950"	"1969"	2	""	"In-situ"					63000	63000		63000		"mt ore"	""	""	"MAS migration"	"29-OCT-2002 00:00:00"	"Paul Schruben"	"10-JAN-2006 00:00:00"
5313	"10280755"	"1987"	1	""	"In-situ"				84000000		84000000		84000000		"mt ore"	"Y"	""	"MAS migration"	"29-OCT-2002 00:00:00"	"Paul Schruben"	"10-JAN-2006 00:00:00"
5314	"10185904"	"1997"	8	""	"In-situ"						8210022				"mt ore"	""	""	"MAS migration"	"29-OCT-2002 00:00:00"	""	""
5315	"10185904"	"1997"	7	""	"In-situ"						12609868		12609868		"mt ore"	""	""	"MAS migration"	"29-OCT-2002 00:00:00"	"Paul Schruben"	"10-JAN-2006 00:00:00"
5316	"10185904"	"1996"	9	""	"In-situ"						20820000		20820000		"mt ore"	""	""	"MAS migration"	"29-OCT-2002 00:00:00"	"Paul Schruben"	"10-JAN-2006 00:00:00"
5317	"10185904"	"1996"	6	""	"In-situ"						12374000		12374000		"mt ore"	""	""	"MAS migration"	"29-OCT-2002 00:00:00"	"Paul Schruben"	"10-JAN-2006 00:00:00"
5318	"10185904"	"1995"	5	""	"In-situ"							2894000	2894000		"mt ore"	""	""	"MAS migration"	"29-OCT-2002 00:00:00"	"Paul Schruben"	"10-JAN-2006 00:00:00"
5319	"10185904"	"1995"	4	""	"In-situ"						12374000		12374000		"mt ore"	""	""	"MAS migration"	"29-OCT-2002 00:00:00"	"Paul Schruben"	"10-JAN-2006 00:00:00"
5320	"10185904"	"1993"	3	""	"In-situ"							3222000	3222000		"mt ore"	""	""	"MAS migration"	"29-OCT-2002 00:00:00"	"Paul Schruben"	"10-JAN-2006 00:00:00"
5321	"10185904"	"1993"	2	""	"In-situ"						12267000		12267000		"mt ore"	""	""	"MAS migration"	"29-OCT-2002 00:00:00"	"Paul Schruben"	"10-JAN-2006 00:00:00"
5322	"10185904"	"1992"	1	""	"In-situ"					12246998	12246998		12246998		"mt ore"	"Y"	""	"MAS migration"	"29-OCT-2002 00:00:00"	"Paul Schruben"	"10-JAN-2006 00:00:00"
5323	"10023852"	"1994"	1	""	"In-situ"								2500000		"mt ore"	"Y"	""	"MRDS migration"	"29-OCT-02"	""	""
5324	"10006399"	"1982"	20	""	"In-situ"								92186000		"mt ore"	"Y"	""	"MRDS migration"	"29-OCT-2002 00:00:00"	"Paul Schruben"	"10-JAN-2006 00:00:00"
5325	"10134897"	"0"	1	""	"In-situ"						54870000		54870000		"mt ore"	"Y"	""	"MAS migration"	"29-OCT-2002 00:00:00"	"Paul Schruben"	"10-JAN-2006 00:00:00"
5326	"10230169"	"1996"	1	""	"In-situ"						174181000		174181000		"mt ore"	"Y"	""	"MAS migration"	"29-OCT-2002 00:00:00"	"Paul Schruben"	"10-JAN-2006 00:00:00"
5327	"10180381"	"1997"	7	""	"In-situ"						1935025				"mt ore"	""	""	"MAS migration"	"29-OCT-2002 00:00:00"	""	""
5328	"10158254"	"1992"	4	""	"In-situ"					29000000	29000000		29000000		"mt ore"	""	""	"MAS migration"	"29-OCT-2002 00:00:00"	"Paul Schruben"	"10-JAN-2006 00:00:00"
5329	"10158254"	"1990"	2	""	"In-situ"					16900000	16900000		16900000		"mt ore"	""	""	"MAS migration"	"29-OCT-2002 00:00:00"	"Paul Schruben"	"10-JAN-2006 00:00:00"
5330	"10158254"	"1990"	1	""	"In-situ"				9900000		9900000		9900000		"mt ore"	"Y"	""	"MAS migration"	"29-OCT-2002 00:00:00"	"Paul Schruben"	"10-JAN-2006 00:00:00"
5331	"10158254"	"1984"	3	""	"In-situ"					29200000	29200000		29200000		"mt ore"	""	""	"MAS migration"	"29-OCT-2002 00:00:00"	"Paul Schruben"	"10-JAN-2006 00:00:00"
5332	"10065478"	"1986"	20	""	"In-situ"								539000000		"mt ore"	"Y"	""	"MRDS migration"	"29-OCT-2002 00:00:00"	"Paul Schruben"	"10-JAN-2006 00:00:00"
5333	"10280953"	"1987"	2	""	"In-situ"				90187000	7972000	98159000	42724000	140883000		"mt ore"	""	""	"MAS migration"	"29-OCT-2002 00:00:00"	"Paul Schruben"	"10-JAN-2006 00:00:00"
5334	"10280953"	"1986"	1	""	"In-situ"				93620000	7972000	101592000	42724000	144316000		"mt ore"	"Y"	""	"MAS migration"	"29-OCT-2002 00:00:00"	"Paul Schruben"	"10-JAN-2006 00:00:00"
5335	"10304240"	"1989"	1	""	"In-situ"								2000000		"mt ore"	"Y"	""	"MAS migration"	"29-OCT-2002 00:00:00"	""	""
5336	"10256055"	"1975"	3	""	"In-situ"				500000		500000		500000		"mt ore"	"Y"	""	"MAS migration"	"29-OCT-2002 00:00:00"	"Paul Schruben"	"10-JAN-2006 00:00:00"
5337	"10255498"	"1971"	1	""	"In-situ"					62500000	62500000		62500000		"mt ore"	"Y"	""	"MAS migration"	"29-OCT-2002 00:00:00"	"Paul Schruben"	"10-JAN-2006 00:00:00"
5338	"10057458"	"1966"	1	""	"In-situ"								4000000		"mt ore"	"Y"	""	"MRDS migration"	"29-OCT-2002 00:00:00"	""	""
5339	"10132981"	"1990"	9	""	"In-situ"						76385		76385		"mt ore"	""	""	"MAS migration"	"29-OCT-2002 00:00:00"	"Paul Schruben"	"10-JAN-2006 00:00:00"
5340	"10132981"	"1990"	2	""	"In-situ"						76385		76385		"mt ore"	""	""	"MAS migration"	"29-OCT-2002 00:00:00"	"Paul Schruben"	"10-JAN-2006 00:00:00"
5341	"10132981"	"1990"	1	""	"In-situ"						100972		100972		"mt ore"	"Y"	""	"MAS migration"	"29-OCT-2002 00:00:00"	"Paul Schruben"	"10-JAN-2006 00:00:00"
5342	"10071377"	"1987"	1	""	"Dump"							200000			"mt ore"	"Y"	""	"WBFERGUS"	"11-FEB-08"	"WBFERGUS"	"11-FEB-08"
5343	"10230083"	"1976"	3	""	"In-situ"				450000000		450000000		450000000		"mt ore"	"Y"	""	"MAS migration"	"29-OCT-02"	"Paul Schruben"	"10-JAN-06"
5344	"10246511"	"1997"	7	""	"In-situ"						9333000				"mt ore"	""	""	"MAS migration"	"29-OCT-02"	""	""
5345	"10304752"	"1992"	1	""	"In-situ"					6600000	6600000		6600000		"mt ore"	"Y"	""	"MAS migration"	"29-OCT-2002 00:00:00"	"Paul Schruben"	"10-JAN-2006 00:00:00"
5346	"10134066"	"1987"	1	""	"In-situ"				510000000		510000000		510000000		"mt ore"	"Y"	""	"MAS migration"	"29-OCT-02"	"Paul Schruben"	"10-JAN-06"
5347	"10234029"	"1995"	1	""	"In-situ"								1000000		"mt ore"	"Y"	""	"MAS migration"	"29-OCT-2002 00:00:00"	"Paul Schruben"	"10-JAN-2006 00:00:00"
5348	"10026623"	"1973"	1	""	"In-situ"								110000000		"mt ore"	"Y"	""	"MRDS migration"	"29-OCT-02"	""	""
5349	"10282821"	"1993"	4	""	"In-situ"								952000		"mt ore"	""	""	"MAS migration"	"29-OCT-2002 00:00:00"	"Paul Schruben"	"10-JAN-2006 00:00:00"
5350	"10282821"	"1992"	3	""	"In-situ"					970000	970000		970000		"mt ore"	""	""	"MAS migration"	"29-OCT-2002 00:00:00"	"Paul Schruben"	"10-JAN-2006 00:00:00"
5351	"10282821"	"1983"	2	""	"In-situ"								9979		"mt ore"	""	""	"MAS migration"	"29-OCT-2002 00:00:00"	""	""
5352	"10282821"	"1983"	1	""	"In-situ"								90		"mt ore"	"Y"	""	"MAS migration"	"29-OCT-2002 00:00:00"	""	""
5353	"10282821"	"1997"	5	""	"In-situ"							970143	970143		"mt ore"	""	""	"MAS migration"	"29-OCT-2002 00:00:00"	"Paul Schruben"	"10-JAN-2006 00:00:00"
5354	"10004055"	"1980"	1	""	"In-situ"								4740000		"mt ore"	"Y"	""	"MRDS migration"	"29-OCT-02"	""	""
5355	"10004014"	"1982"	1	""	"In-situ"								46420000		"mt ore"	"Y"	""	"MRDS migration"	"29-OCT-2002 00:00:00"	""	""
5356	"10303464"	"1991"	3	""	"In-situ"								22700000		"mt ore"	""	""	"MAS migration"	"29-OCT-02"	"Paul Schruben"	"10-JAN-06"
5357	"10303464"	"1986"	2	""	"In-situ"								18140000		"mt ore"	""	""	"MAS migration"	"29-OCT-02"	"Paul Schruben"	"10-JAN-06"
5358	"10303464"	"1972"	1	""	"In-situ"								30400000		"mt ore"	"Y"	""	"MAS migration"	"29-OCT-02"	"Paul Schruben"	"10-JAN-06"
5359	"10015271"	"1973"	22	""	"In-situ"					249000					"mt ore"	""	""	"MRDS migration"	"29-OCT-2002 00:00:00"	""	""
5360	"10015271"	"1973"	20	""	"In-situ"					249000					"mt ore"	"Y"	""	"MRDS migration"	"29-OCT-2002 00:00:00"	""	""
5361	"10023072"	"1972"	1	""	"In-situ"								4500000		"mt ore"	"Y"	""	"MRDS migration"	"29-OCT-2002 00:00:00"	""	""
5362	"10136607"	"1983"	2	""	"In-situ"					94167	94167		94167		"mt ore"	""	""	"MAS migration"	"29-OCT-2002 00:00:00"	"Paul Schruben"	"10-JAN-2006 00:00:00"
5363	"10023796"	"1945"	1	""	"In-situ"								10000000000		"mt ore"	"Y"	""	"MRDS migration"	"29-OCT-02"	""	""
5364	"10006293"	"1981"	20	""	"In-situ"								502463000		"mt ore"	"Y"	""	"MRDS migration"	"29-OCT-2002 00:00:00"	"Paul Schruben"	"10-JAN-2006 00:00:00"
5365	"10025056"	"1972"	20	""	"In-situ"								1300000		"mt ore"	"Y"	""	"MRDS migration"	"29-OCT-2002 00:00:00"	"Paul Schruben"	"10-JAN-2006 00:00:00"
5366	"10280189"	"1991"	1	""	"In-situ"				1098356	2352581	3450937		3450937		"mt ore"	"Y"	""	"MAS migration"	"29-OCT-2002 00:00:00"	"Paul Schruben"	"10-JAN-2006 00:00:00"
5367	"10230752"	"1993"	2	""	"In-situ"						900000		900000		"mt ore"	""	""	"MAS migration"	"29-OCT-02"	"Paul Schruben"	"10-JAN-06"
5368	"10230752"	"1991"	1	""	"In-situ"				287578	86183	373761		373761		"mt ore"	"Y"	""	"MAS migration"	"29-OCT-02"	"Paul Schruben"	"10-JAN-06"
5369	"10230615"	"1977"	1	""	"In-situ"					378000000	378000000	76000000	454000000		"mt ore"	"Y"	""	"MAS migration"	"29-OCT-2002 00:00:00"	"Paul Schruben"	"10-JAN-2006 00:00:00"
5370	"10234136"	"1984"	2	""	"In-situ"								589680		"mt ore"	""	""	"MAS migration"	"29-OCT-2002 00:00:00"	""	""
5371	"10234136"	"1945"	1	""	"In-situ"				96760	150760	247520	69660	317180		"mt ore"	"Y"	""	"MAS migration"	"29-OCT-2002 00:00:00"	"Paul Schruben"	"10-JAN-2006 00:00:00"
5372	"10056382"	"1985"	20	""	"In-situ"								3355900000		"mt ore"	"Y"	""	"MRDS migration"	"29-OCT-02"	"Paul Schruben"	"10-JAN-06"
5373	"10093728"	"1970"	1	""	"In-situ"								3000000000		"mt ore"	"Y"	""	"MRDS migration"	"29-OCT-02"	""	""
5374	"10112814"	"1978"	1	""	"In-situ"							1383000	1383000		"mt ore"	"Y"	""	"MAS migration"	"29-OCT-2002 00:00:00"	"Paul Schruben"	"10-JAN-2006 00:00:00"
5375	"10036739"	"1983"	1	""	"In-situ"								1000		"mt ore"	"Y"	""	"MRDS migration"	"29-OCT-02"	""	""
5376	"10158594"	"0"	6	""	"In-situ"						1586000		1586000		"mt ore"	""	""	"MAS migration"	"29-OCT-02"	"Paul Schruben"	"10-JAN-06"
5377	"10158594"	"1993"	5	""	"In-situ"						1500000		1500000		"mt ore"	""	""	"MAS migration"	"29-OCT-02"	"Paul Schruben"	"10-JAN-06"
5378	"10158594"	"1991"	4	""	"In-situ"							228000	228000		"mt ore"	""	""	"MAS migration"	"29-OCT-02"	"Paul Schruben"	"10-JAN-06"
5379	"10158594"	"1991"	3	""	"In-situ"					654000	654000		654000		"mt ore"	""	""	"MAS migration"	"29-OCT-02"	"Paul Schruben"	"10-JAN-06"
5380	"10158594"	"1991"	2	""	"In-situ"				641000		641000		641000		"mt ore"	""	""	"MAS migration"	"29-OCT-02"	"Paul Schruben"	"10-JAN-06"
5381	"10180381"	"1997"	6	""	"In-situ"							123377			"mt ore"	""	""	"MAS migration"	"29-OCT-2002 00:00:00"	""	""
5382	"10180381"	"1997"	5	""	"In-situ"						132449				"mt ore"	""	""	"MAS migration"	"29-OCT-2002 00:00:00"	""	""
5383	"10180381"	"1997"	4	""	"In-situ"						1802576				"mt ore"	""	""	"MAS migration"	"29-OCT-2002 00:00:00"	""	""
5384	"10180381"	"1997"	3	""	"In-situ"						672224				"mt ore"	""	""	"MAS migration"	"29-OCT-2002 00:00:00"	""	""
5385	"10180381"	"1997"	2	""	"In-situ"						1130352				"mt ore"	""	""	"MAS migration"	"29-OCT-2002 00:00:00"	""	""
5386	"10180381"	"1995"	1	""	"In-situ"						1453310				"mt ore"	"Y"	""	"MAS migration"	"29-OCT-2002 00:00:00"	""	""
5387	"10182004"	"1969"	2	""	"In-situ"					917000	917000		917000		"mt ore"	""	""	"MAS migration"	"29-OCT-2002 00:00:00"	"Paul Schruben"	"10-JAN-2006 00:00:00"
5388	"10182004"	"1969"	1	""	"In-situ"					852000	852000		852000		"mt ore"	"Y"	""	"MAS migration"	"29-OCT-2002 00:00:00"	"Paul Schruben"	"10-JAN-2006 00:00:00"
5389	"10150398"	"1979"	1	""	"In-situ"								54400000		"mt ore"	"Y"	""	"MAS migration"	"29-OCT-02"	""	""
5390	"10150398"	"1978"	1	""	"In-situ"								400000000		"mt"	""	"Sutulov '78"	"CLAANDER"	"10-MAR-10"	""	""
5391	"10071078"	"1966"	1	""	"In-situ"				9000		9000		9000		"mt ore"	"Y"	""	"WBFERGUS"	"08-JUN-2008 10:36:00"	""	""
5392	"10207057"	"1994"	2	""	"In-situ"								2200		"mt commodity"	""	""	"MAS migration"	"29-OCT-2002 00:00:00"	"Paul Schruben"	"10-JAN-2006 00:00:00"
5393	"10207057"	"1994"	1	""	"In-situ"								50		"mt commodity"	"Y"	""	"MAS migration"	"29-OCT-2002 00:00:00"	"Paul Schruben"	"10-JAN-2006 00:00:00"
5394	"10073135"	"1990"	26	""	"In-situ"								446000000		"mt ore"	""	""	"MRDS migration"	"29-OCT-02"	"Paul Schruben"	"10-JAN-06"
5395	"10073135"	"1974"	3	""	"In-situ"							47080000000			"mt ore"	""	""	"MRDS migration"	"29-OCT-02"	""	""
5396	"10280602"	"1991"	1	""	"In-situ"				36400000		36400000		36400000		"mt ore"	"Y"	""	"MAS migration"	"29-OCT-2002 00:00:00"	"Paul Schruben"	"10-JAN-2006 00:00:00"
5397	"10085192"	"1977"	7	""	"In-situ"								3620000000		"mt ore"	""	""	"MRDS migration"	"29-OCT-02"	""	""
5398	"10085192"	"1934"	5	""	"Leaching"								10000000000		"mt ore"	""	""	"MRDS migration"	"29-OCT-02"	""	""
5399	"10246511"	"1997"	6	""	"In-situ"						8463000				"mt ore"	""	""	"MAS migration"	"29-OCT-02"	""	""
5400	"10246511"	"1997"	5	""	"In-situ"						11064000				"mt ore"	""	""	"MAS migration"	"29-OCT-02"	""	""
5401	"10246511"	"1996"	4	""	"In-situ"						10288000				"mt ore"	""	""	"MAS migration"	"29-OCT-02"	""	""
5402	"10246511"	"1995"	3	""	"In-situ"						14346000				"mt ore"	""	""	"MAS migration"	"29-OCT-02"	""	""
5403	"10246511"	"1994"	2	""	"In-situ"						17176000				"mt ore"	""	""	"MAS migration"	"29-OCT-02"	""	""
5404	"10246511"	"1985"	1	""	"In-situ"				8217000	9878000	18095000	9878000	27973000		"mt ore"	"Y"	""	"MAS migration"	"29-OCT-02"	"Paul Schruben"	"10-JAN-06"
5405	"10084846"	"1984"	5	""	"In-situ"								50000000000		"mt ore"	""	""	"MRDS migration"	"29-OCT-02"	""	""
5406	"10084846"	"1977"	3	""	"In-situ"								32900000000		"mt ore"	""	""	"MRDS migration"	"29-OCT-02"	""	""
5407	"10084846"	"1977"	1	""	"In-situ"								16300000000		"mt ore"	"Y"	""	"MRDS migration"	"29-OCT-02"	""	""
5408	"10182915"	"0"	1	""	"In-situ"						920000		920000		"mt ore"	"Y"	""	"MAS migration"	"29-OCT-02"	"Paul Schruben"	"10-JAN-06"
5409	"10088112"	"1973"	20	""	"In-situ"										"mt ore"	"Y"	""	"MRDS migration"	"29-OCT-2002 00:00:00"	""	""
5410	"10024504"	"1980"	26	""	"In-situ"										"mt ore"	""	""	"MRDS migration"	"29-OCT-2002 00:00:00"	""	""
5411	"10024504"	"1975"	20	""	"In-situ"										"mt ore"	"Y"	""	"MRDS migration"	"29-OCT-2002 00:00:00"	""	""
5412	"10263705"	"1988"	3	""	"In-situ"				45800000		45800000				"mt ore"	"Y"	""	"MAS migration"	"29-OCT-02"	""	""
5413	"10043722"	"1976"	3	""	"In-situ"								1000		"mt ore"	""	""	"MRDS migration"	"29-OCT-2002 00:00:00"	""	""
5414	"10043722"	"1951"	1	""	"In-situ"								6000		"mt ore"	"Y"	""	"MRDS migration"	"29-OCT-2002 00:00:00"	""	""
5415	"10162972"	"1951"	1	""	"In-situ"					3000	3000	7500	15000		"mt ore"	"Y"	""	"MAS migration"	"29-OCT-2002 00:00:00"	"Paul Schruben"	"10-JAN-2006 00:00:00"
5416	"10014129"	"1925"	20	""	"In-situ"										"mt ore"	"Y"	""	"MRDS migration"	"29-OCT-02"	""	""
5417	"10274947"	"1989"	1	""	"In-situ"						5896701		5896701		"mt ore"	"Y"	""	"MAS migration"	"29-OCT-02"	"Paul Schruben"	"10-JAN-06"
5418	"10039384"	"1985"	1	""	"In-situ"								1780000		"mt ore"	"Y"	""	"MRDS migration"	"29-OCT-2002 00:00:00"	""	""
5419	"10039384"	"1983"	3	""	"In-situ"								1133000		"mt ore"	""	""	"MRDS migration"	"29-OCT-2002 00:00:00"	""	""
5420	"10136607"	"1983"	1	""	"In-situ"					2121	2121		2121		"mt ore"	"Y"	""	"MAS migration"	"29-OCT-2002 00:00:00"	"Paul Schruben"	"10-JAN-2006 00:00:00"
5421	"10183269"	"1974"	1	""	"In-situ"					14500000	14500000		14500000		"mt ore"	"Y"	""	"MAS migration"	"29-OCT-2002 00:00:00"	"Paul Schruben"	"10-JAN-2006 00:00:00"
5422	"10272944"	"1940"	1	""	"In-situ"							1360000	1360000		"mt ore"	"Y"	""	"MAS migration"	"29-OCT-02"	"Paul Schruben"	"10-JAN-06"
5423	"10024847"	"1971"	20	""	"In-situ"										"mt ore"	"Y"	""	"MRDS migration"	"29-OCT-2002 00:00:00"	""	""
5424	"10182857"	"1970"	1	""	"In-situ"					6219000000	6219000000	6100000000	6219000000		"mt ore"	"Y"	""	"MAS migration"	"29-OCT-02"	"Paul Schruben"	"10-JAN-06"
5425	"10024378"	"1984"	20	""	"In-situ"								2000		"mt ore"	"Y"	""	"MRDS migration"	"29-OCT-2002 00:00:00"	"Paul Schruben"	"10-JAN-2006 00:00:00"
5426	"10186027"	"1978"	1	""	"In-situ"							7600	7600		"mt ore"	"Y"	""	"MAS migration"	"29-OCT-2002 00:00:00"	"Paul Schruben"	"10-JAN-2006 00:00:00"
5427	"10134534"	"1986"	1	""	"In-situ"										"mt ore"	"Y"	""	"MAS migration"	"29-OCT-02"	""	""
5428	"10182917"	"2004"	2	"Total Endowment"	"In-situ"									4000000	"mt"	"Y"	"4Mt @ 5.2% Cu (Broughton and others, 2004)"	"AWILSON"	"04-JUN-10"	"AWILSON"	"20-SEP-10"
5429	"10006315"	"1979"	22	""	"In-situ"								1305000		"mt ore"	""	""	"MRDS migration"	"29-OCT-2002 00:00:00"	"Paul Schruben"	"10-JAN-2006 00:00:00"
5430	"10006315"	"1979"	20	""	"In-situ"								417000000		"mt ore"	"Y"	""	"MRDS migration"	"29-OCT-2002 00:00:00"	"Paul Schruben"	"10-JAN-2006 00:00:00"
5431	"10232178"	"1992"	4	""	"In-situ"				5400000		5400000		5400000		"mt ore"	""	""	"MAS migration"	"29-OCT-2002 00:00:00"	"Paul Schruben"	"10-JAN-2006 00:00:00"
5432	"10232178"	"1992"	3	""	"In-situ"				20190000		20190000		20190000		"mt ore"	""	""	"MAS migration"	"29-OCT-2002 00:00:00"	"Paul Schruben"	"10-JAN-2006 00:00:00"
5433	"10232178"	"1992"	2	""	"In-situ"				20000000		20000000		20000000		"mt ore"	""	""	"MAS migration"	"29-OCT-2002 00:00:00"	"Paul Schruben"	"10-JAN-2006 00:00:00"
5434	"10232178"	"1992"	1	""	"In-situ"				190000		190000		190000		"mt ore"	"Y"	""	"MAS migration"	"29-OCT-2002 00:00:00"	"Paul Schruben"	"10-JAN-2006 00:00:00"
5435	"10116524"	"1949"	1	""	"In-situ"				225	1649	1874	4950	6824		"mt ore"	"Y"	""	"MAS migration"	"29-OCT-2002 00:00:00"	"Paul Schruben"	"10-JAN-2006 00:00:00"
5436	"10231582"	"1992"	1	""	"In-situ"				15000000		15000000		15000000		"mt ore"	"Y"	""	"MAS migration"	"29-OCT-2002 00:00:00"	"Paul Schruben"	"10-JAN-2006 00:00:00"
5437	"10158594"	"1980"	1	""	"In-situ"				1313000	508000	1821000		1821000		"mt ore"	"Y"	""	"MAS migration"	"29-OCT-02"	"Paul Schruben"	"10-JAN-06"
5438	"10134406"	"0"	1	""	"In-situ"										"mt ore"	"Y"	""	"MAS migration"	"29-OCT-02"	""	""
5439	"10024679"	"1970"	20	""	"In-situ"								12000000		"mt ore"	"Y"	""	"MRDS migration"	"29-OCT-2002 00:00:00"	"Paul Schruben"	"10-JAN-2006 00:00:00"
5440	"10158713"	"1993"	1	""	"In-situ"						10400000		10400000		"mt ore"	"Y"	""	"MAS migration"	"29-OCT-2002 00:00:00"	"Paul Schruben"	"10-JAN-2006 00:00:00"
