gid,state,county,ftr_type,ftr_name,ftr_azimut,topo_name,topo_date,topo_scale,compiledby,remarks,gda_id,scanid,dir,longitude,latitude
83919,CA,Siskiyou,"Prospect Pit",,0,Callahan,1986,24000,"CA Dept Conserv",,5509871,288815,,-122.84726270999994,41.347430828000086
83926,CA,Siskiyou,"Prospect Pit",,0,Callahan,1986,24000,"CA Dept Conserv",,5509871,288815,,-122.8534000539999,41.31446797700005
83932,CA,Siskiyou,"Prospect Pit",,0,Callahan,1986,24000,"CA Dept Conserv",,5509871,288815,,-122.8496489229999,41.25452430800004
83933,CA,Siskiyou,"Prospect Pit",,0,"Scott Mountain",1986,24000,"CA Dept Conserv",,5523049,295118,,-122.68155725899993,41.34809153500004
83935,CA,Siskiyou,"Prospect Pit",,0,"Scott Mountain",1986,24000,"CA Dept Conserv",,5523049,295118,,-122.70206933899993,41.32562374000008
83955,CA,Siskiyou,"Prospect Pit",,0,Callahan,1986,24000,"CA Dept Conserv",,5509871,288815,,-122.8311584039999,41.341674573000034
83960,CA,Siskiyou,"Prospect Pit",,0,"Mc Conaughy Gulch",1986,24000,"CA Dept Conserv",,5518205,292801,,-122.81679142099989,41.47664117900007
83962,CA,Siskiyou,"Prospect Pit",,0,"Billys Peak",1986,24000,"CA Dept Conserv",,5508601,288434,,-122.76767430199993,41.24078454700009
83970,CA,Siskiyou,"Prospect Pit",,0,Callahan,1986,24000,"CA Dept Conserv",,5509871,288815,,-122.82650264599994,41.26880839000006
83978,CA,Siskiyou,"Prospect Pit",,0,"Scott Mountain",1986,24000,"CA Dept Conserv",,5523049,295118,,-122.71804256799993,41.29664477500006
83988,CA,Siskiyou,"Prospect Pit",,0,"Scott Mountain",1986,24000,"CA Dept Conserv",,5523049,295118,,-122.70188036799993,41.32494420800003
83996,CA,Siskiyou,"Prospect Pit",,0,Callahan,1986,24000,"CA Dept Conserv",,5509871,288815,,-122.84725722299993,41.335525275000066
84007,CA,Siskiyou,"Prospect Pit",,0,"Scott Mountain",1986,24000,"CA Dept Conserv",,5523049,295118,,-122.70186940199994,41.325915878000046
84011,CA,Siskiyou,"Prospect Pit",,0,"Scott Mountain",1986,24000,"CA Dept Conserv",,5523049,295118,,-122.7221623449999,41.33473814700005
84026,CA,Siskiyou,"Prospect Pit",,0,"Mc Conaughy Gulch",1986,24000,"CA Dept Conserv",,5518205,292801,,-122.83045686499992,41.45182646500007
84043,CA,Siskiyou,"Prospect Pit",,0,"Mc Conaughy Gulch",1986,24000,"CA Dept Conserv",,5518205,292801,,-122.82823809799993,41.46385056100007
84071,CA,Siskiyou,"Prospect Pit",,0,"Billys Peak",1986,24000,"CA Dept Conserv",,5508601,288434,,-122.76784683199992,41.240619448000075
84103,CA,Siskiyou,"Prospect Pit",,0,"Mc Conaughy Gulch",1986,24000,"CA Dept Conserv",,5518205,292801,,-122.82168832299993,41.45826832400007
84107,CA,Siskiyou,"Prospect Pit",,0,"Scott Mountain",1986,24000,"CA Dept Conserv",,5523049,295118,,-122.70150695199993,41.325147564000076
84149,CA,Siskiyou,"Prospect Pit",,0,"Mc Conaughy Gulch",1986,24000,"CA Dept Conserv",,5518205,292801,,-122.8182078459999,41.478697228000044
84150,CA,Siskiyou,"Prospect Pit",,0,Callahan,1986,24000,"CA Dept Conserv",,5509871,288815,,-122.84016984999994,41.337000044000035
84170,CA,Siskiyou,"Prospect Pit",,0,"Mc Conaughy Gulch",1986,24000,"CA Dept Conserv",,5518205,292801,,-122.85533030699992,41.38342248300006
84178,CA,Siskiyou,"Prospect Pit",,0,"Mc Conaughy Gulch",1986,24000,"CA Dept Conserv",,5518205,292801,,-122.82682161899993,41.456792163000046
84188,CA,Siskiyou,"Prospect Pit",,0,"Mc Conaughy Gulch",1986,24000,"CA Dept Conserv",,5518205,292801,,-122.83041229799994,41.45631986800004
84205,CA,Siskiyou,"Prospect Pit",,0,Callahan,1986,24000,"CA Dept Conserv",,5509871,288815,,-122.85000781999992,41.25414508400007
84228,CA,Siskiyou,"Prospect Pit",,0,"Mc Conaughy Gulch",1986,24000,"CA Dept Conserv",,5518205,292801,,-122.8308546419999,41.453756128000066
84240,CA,Siskiyou,"Prospect Pit",,0,"Scott Mountain",1986,24000,"CA Dept Conserv",,5523049,295118,,-122.72054826899989,41.33688413200008
84242,CA,Siskiyou,"Prospect Pit",,0,"Scott Mountain",1986,24000,"CA Dept Conserv",,5523049,295118,,-122.7183665629999,41.29669771600004
84246,CA,Siskiyou,"Prospect Pit",,0,Callahan,1986,24000,"CA Dept Conserv",,5509871,288815,,-122.8442692289999,41.344541174000085
84247,CA,Siskiyou,"Prospect Pit",,0,"Mc Conaughy Gulch",1986,24000,"CA Dept Conserv",,5518205,292801,,-122.83807146599992,41.43480878200006
84250,CA,Siskiyou,"Prospect Pit",,0,"Scott Mountain",1986,24000,"CA Dept Conserv",,5523049,295118,,-122.7021116109999,41.326563425000074
84254,CA,Siskiyou,"Prospect Pit",,0,Etna,1986,24000,"CA Dept Conserv",,5513623,290403,,-122.87689040099991,41.41437358400009
84261,CA,Siskiyou,"Prospect Pit",,0,"Billys Peak",1986,24000,"CA Dept Conserv",,5508601,288434,,-122.76651162899992,41.242038095000055
84273,CA,Siskiyou,"Prospect Pit",,0,"Mc Conaughy Gulch",1986,24000,"CA Dept Conserv",,5518205,292801,,-122.8305501079999,41.449811181000086
84290,CA,Siskiyou,"Prospect Pit",,0,"Scott Mountain",1986,24000,"CA Dept Conserv",,5523049,295118,,-122.73152832599993,41.335653483000044
84320,CA,Siskiyou,"Prospect Pit",,0,"Scott Mountain",1986,24000,"CA Dept Conserv",,5523049,295118,,-122.70281281899992,41.32584929900008
84323,CA,Siskiyou,"Prospect Pit",,0,Callahan,1986,24000,"CA Dept Conserv",,5509871,288815,,-122.83987879299991,41.33674156500007
84339,CA,Siskiyou,"Prospect Pit","Klatt Mine",0,"Billys Peak",1986,24000,"CA Dept Conserv",,5508601,288434,,-122.7680814879999,41.24028128300006
84344,CA,Siskiyou,"Prospect Pit",,0,"Mc Conaughy Gulch",1986,24000,"CA Dept Conserv",,5518205,292801,,-122.8338057119999,41.44089541800008
84354,CA,Siskiyou,"Prospect Pit",,0,"Scott Mountain",1986,24000,"CA Dept Conserv",,5523049,295118,,-122.70284788099991,41.32461497600008
85704,CA,Siskiyou,Quarry,,0,"Fort Jones",1984,24000,"CA Dept Conserv",,5514055,290619,,-122.83561010199992,41.51827172600008
86028,CA,Siskiyou,"Strip Mine",,0,Callahan,1986,24000,"CA Dept Conserv",,5509871,288815,,-122.84083869599993,41.349502646000076
491063,CA,Siskiyou,"Gravel Pit",,0,Etna,1955,62500,USGS,"Symbolized as Open Pit Mine or Quarry, but labeled Gravel Pit.",5501691,297437,,-122.83844476399992,41.38579880300006
494020,CA,Siskiyou,"Mine Shaft",,0,Etna,1955,62500,USGS,,5501691,297437,,-122.84567546599993,41.34465324300004
494043,CA,Siskiyou,"Mine Shaft","Polar Bear Mine",0,"China Mtn.",1955,62500,USGS,,5501053,297089,,-122.73135451899992,41.33587179700004
494975,CA,Siskiyou,"Open Pit Mine","Gold Reef Mine",0,"Fort Jones",1955,62500,USGS,,5501793,297493,,-122.98711601699989,41.532976278000035
495000,CA,Siskiyou,"Open Pit Mine","Grouse Creek Mine",0,"China Mtn.",1955,62500,USGS,,5501053,297089,,-122.72427324299991,41.31716923300007
495851,CA,Siskiyou,"Open Pit Mine or Quarry",,0,Etna,1955,62500,USGS,,5501691,297437,,-122.84908794299992,41.25565769200006
495859,CA,Siskiyou,"Open Pit Mine or Quarry",,0,Etna,1955,62500,USGS,,5501691,297437,,-122.8494377689999,41.25434431000008
495874,CA,Siskiyou,"Open Pit Mine or Quarry",,0,"China Mtn.",1955,62500,USGS,,5501053,297089,,-122.68277068399993,41.301407683000036
495902,CA,Siskiyou,"Open Pit Mine or Quarry",,0,Etna,1955,62500,USGS,,5501691,297437,,-122.84951090999994,41.35132902500004
501126,CA,Siskiyou,"Prospect Pit",,0,"Fort Jones",1955,62500,USGS,,5501793,297493,,-122.8088603359999,41.55222118000006
501152,CA,Siskiyou,"Prospect Pit",,0,"Fort Jones",1955,62500,USGS,,5501793,297493,,-122.80879283899992,41.55157995800005
501192,CA,Siskiyou,"Prospect Pit",,0,"Fort Jones",1955,62500,USGS,,5501793,297493,,-122.8063089449999,41.55089823700007
501271,CA,Siskiyou,"Prospect Pit",,0,"Fort Jones",1955,62500,USGS,,5501793,297493,,-122.80584321499992,41.551971441000035
501955,CA,Siskiyou,"Sand Pit",,0,Etna,1955,62500,USGS,"Symbolized as Open Pit Mine or Quarry, but labeled Sand Pit.",5501691,297437,,-122.85255278499994,41.46114851900006
48847,CA,Siskiyou,Adit,Cave,15,"Mc Conaughy Gulch",1986,24000,"CA Dept Conserv",,5518205,292801,n,-122.8245687839999,41.456712345000085
48593,CA,Siskiyou,Adit,"Loftus Mine",46,"Billys Peak",1986,24000,"CA Dept Conserv",,5508601,288434,ne,-122.86923349099993,41.23021742100008
490461,CA,Siskiyou,"Cinder Pit",,0,"Timber Mtn",1952,62500,USGS,"Symbolized as Open Pit Mine or Quarry, but labeled Cinder Pit.",5504793,301831,,-121.47759471199993,41.695924114000036
48682,CA,Siskiyou,Adit,,43,Callahan,1986,24000,"CA Dept Conserv",,5509871,288815,ne,-122.87411229599991,41.29989548600008
48751,CA,Siskiyou,Adit,,64,"Billys Peak",1998,24000,USGS,,5508599,100187,ne,-122.7682409119999,41.239987872000086
489645,CA,Siskiyou,Adit,"Klatt Mine",67,"Coffee Creek",1955,62500,USGS,,5501125,297127,ne,-122.7683311639999,41.239810903000034
489671,CA,Siskiyou,Adit,"Loftus Mine",49,"Coffee Creek",1955,62500,USGS,,5501125,297127,ne,-122.86902845799995,41.23034164900008
489862,CA,Siskiyou,Adit,,51,Etna,1955,62500,USGS,,5501691,297437,ne,-122.8398042959999,41.26673635600008
489914,CA,Siskiyou,Adit,,50,"Coffee Creek",1955,62500,USGS,,5501125,297127,ne,-122.86996160299992,41.22966545700007
48484,CA,Siskiyou,Adit,,86,"Scott Mountain",1986,24000,"CA Dept Conserv",,5523049,295118,e,-122.70249366299993,41.32532676800008
48486,CA,Siskiyou,Adit,,92,Callahan,1986,24000,"CA Dept Conserv",,5509871,288815,e,-122.83811031199991,41.263657228000056
48743,CA,Siskiyou,Adit,,90,"Scott Mountain",1986,24000,"CA Dept Conserv",,5523049,295118,e,-122.70247624399991,41.324504765000086
491057,CA,Siskiyou,"Gravel Pit",,0,"Timber Mtn",1952,62500,USGS,"Symbolized as Open Pit Mine or Quarry, but labeled Gravel Pit.",5504793,301831,,-121.49092602799993,41.618748906000064
48821,CA,Siskiyou,Adit,,105,Callahan,1986,24000,"CA Dept Conserv",,5509871,288815,e,-122.7914734709999,41.288909087000036
491060,CA,Siskiyou,"Gravel Pit",,0,"Timber Mtn",1952,62500,USGS,"Symbolized as Open Pit Mine or Quarry, but labeled Gravel Pit.",5504793,301831,,-121.48715626299992,41.61530517600005
491061,CA,Siskiyou,"Gravel Pit",,0,"Timber Mtn",1952,62500,USGS,"Symbolized as Open Pit Mine or Quarry, but labeled Gravel Pit.",5504793,301831,,-121.45875276499993,41.62470345300005
489987,CA,Siskiyou,Adit,Tunnel,92,Etna,1955,62500,USGS,,5501691,297437,e,-122.79170221399994,41.289318782000066
491062,CA,Siskiyou,"Gravel Pit",,0,"Timber Mtn",1952,62500,USGS,"Symbolized as Open Pit Mine or Quarry, but labeled Gravel Pit.",5504793,301831,,-121.48841964399992,41.62116359300006
491066,CA,Siskiyou,"Gravel Pit",,0,"Timber Mtn",1952,62500,USGS,"Symbolized as Open Pit Mine or Quarry, but labeled Gravel Pit.",5504793,301831,,-121.46264419599993,41.62626349200008
489571,CA,Siskiyou,Adit,,149,Etna,1955,62500,USGS,,5501691,297437,se,-122.79199473599994,41.28867315400004
491068,CA,Siskiyou,"Gravel Pit",,0,"Timber Mtn",1952,62500,USGS,"Symbolized as Open Pit Mine or Quarry, but labeled Gravel Pit.",5504793,301831,,-121.48750267399993,41.62262055600007
48565,CA,Siskiyou,Adit,,173,Callahan,1986,24000,"CA Dept Conserv",,5509871,288815,s,-122.86106962299993,41.37031175000004
48598,CA,Siskiyou,Adit,,179,Callahan,1986,24000,"CA Dept Conserv",,5509871,288815,s,-122.84728664699992,41.33772254500008
48783,CA,Siskiyou,Adit,,185,Callahan,1986,24000,"CA Dept Conserv",,5509871,288815,s,-122.84805506399994,41.34839290700006
489732,CA,Siskiyou,Adit,"Chapman Mine",199,"China Mtn.",1955,62500,USGS,,5501053,297089,s,-122.7137417479999,41.29570649500005
489735,CA,Siskiyou,Adit,,175,"Coffee Creek",1955,62500,USGS,,5501125,297127,s,-122.84563920599993,41.247137706000046
48531,CA,Siskiyou,Adit,,205,Callahan,1986,24000,"CA Dept Conserv",,5509871,288815,sw,-122.8462580609999,41.341285553000034
48532,CA,Siskiyou,Adit,"McKeen Mine",230,Callahan,1986,24000,"CA Dept Conserv",,5509871,288815,sw,-122.82249339499992,41.27108515000003
48718,CA,Siskiyou,Adit,,213,Callahan,1986,24000,"CA Dept Conserv",,5509871,288815,sw,-122.8625816149999,41.362339864000035
48735,CA,Siskiyou,Adit,,211,Callahan,1986,24000,"CA Dept Conserv",,5509871,288815,sw,-122.7923578089999,41.28875391100007
48793,CA,Siskiyou,Adit,,230,"Billys Peak",1986,24000,"CA Dept Conserv",,5508601,288434,sw,-122.83176458799994,41.24546002800008
48421,CA,Siskiyou,Adit,,267,Callahan,1986,24000,"CA Dept Conserv",,5509871,288815,w,-122.8441837869999,41.348110199000075
48447,CA,Siskiyou,Adit,,259,Callahan,1986,24000,"CA Dept Conserv",,5509871,288815,w,-122.82995967499994,41.27369771800005
48605,CA,Siskiyou,Adit,,251,Callahan,1986,24000,"CA Dept Conserv",,5509871,288815,w,-122.84414765799994,41.34875646000006
48728,CA,Siskiyou,Adit,,278,Callahan,1986,24000,"CA Dept Conserv",,5509871,288815,w,-122.84538728399991,41.338364881000075
48819,CA,Siskiyou,Adit,"Blue Mine",277,Callahan,1986,24000,"CA Dept Conserv",,5509871,288815,w,-122.8317916659999,41.26978402000009
489792,CA,Siskiyou,Adit,Tunnel,290,Etna,1955,62500,USGS,,5501691,297437,w,-122.85531668499993,41.383123743000056
489952,CA,Siskiyou,Adit,"McKeen Mine",266,Etna,1955,62500,USGS,,5501691,297437,w,-122.82303763199991,41.27073771500005
489982,CA,Siskiyou,Adit,"Blue Mine",268,Etna,1955,62500,USGS,,5501691,297437,w,-122.83352050699995,41.27011211300004
50302,CA,Siskiyou,"Borrow Pit",,0,"Indian Creek Baldy",1984,24000,"CA Dept Conserv",,5515867,291543,,-122.84959693799993,41.66516741300006
58715,CA,Siskiyou,"Mine Shaft",,0,"Indian Creek Baldy",1984,24000,"CA Dept Conserv",,5515867,291543,,-122.8484626739999,41.68208109900007
58740,CA,Siskiyou,"Mine Shaft",,0,"Indian Creek Baldy",1984,24000,"CA Dept Conserv",,5515867,291543,,-122.84877308099993,41.681160426000076
58752,CA,Siskiyou,"Mine Shaft","Golden Eagle Mine",0,"Indian Creek Baldy",1984,24000,"CA Dept Conserv",,5515867,291543,,-122.84952066599993,41.68187071600005
60193,CA,Siskiyou,"Open Pit Mine",,0,"Indian Creek Baldy",1984,24000,"CA Dept Conserv",,5515867,291543,,-122.8513076879999,41.697406665000074
83903,CA,Siskiyou,"Prospect Pit",,0,"Indian Creek Baldy",1984,24000,"CA Dept Conserv",,5515867,291543,,-122.8510074539999,41.66261834100004
83907,CA,Siskiyou,"Prospect Pit",,0,"Indian Creek Baldy",1984,24000,"CA Dept Conserv",,5515867,291543,,-122.8480073909999,41.66634074400008
83934,CA,Siskiyou,"Prospect Pit",,0,"Indian Creek Baldy",1984,24000,"CA Dept Conserv",,5515867,291543,,-122.81575598799992,41.68727262600004
83936,CA,Siskiyou,"Prospect Pit",,0,"Indian Creek Baldy",1984,24000,"CA Dept Conserv",,5515867,291543,,-122.8484980849999,41.681726024000056
83937,CA,Siskiyou,"Prospect Pit",,0,"Indian Creek Baldy",1984,24000,"CA Dept Conserv",,5515867,291543,,-122.8491536759999,41.681375572000036
83948,CA,Siskiyou,"Prospect Pit",,0,"Indian Creek Baldy",1984,24000,"CA Dept Conserv",,5515867,291543,,-122.8445169879999,41.68410942400004
83990,CA,Siskiyou,"Prospect Pit",,0,"Indian Creek Baldy",1984,24000,"CA Dept Conserv",,5515867,291543,,-122.75544590399994,41.71661383700007
84002,CA,Siskiyou,"Prospect Pit",,0,Yreka,1984,24000,"CA Dept Conserv",,5526511,301473,,-122.7162870489999,41.64649207800005
84053,CA,Siskiyou,"Prospect Pit",,0,"Indian Creek Baldy",1984,24000,"CA Dept Conserv",,5515867,291543,,-122.85315397699992,41.66359524900008
84058,CA,Siskiyou,"Prospect Pit",,0,"Indian Creek Baldy",1984,24000,"CA Dept Conserv",,5515867,291543,,-122.85395328899995,41.66684013200006
84069,CA,Siskiyou,"Prospect Pit",,0,"Indian Creek Baldy",1984,24000,"CA Dept Conserv",,5515867,291543,,-122.8491670119999,41.666817955000056
84092,CA,Siskiyou,"Prospect Pit",,0,"Indian Creek Baldy",1984,24000,"CA Dept Conserv",,5515867,291543,,-122.75760483099992,41.71662256500008
84097,CA,Siskiyou,"Prospect Pit",,0,"Indian Creek Baldy",1984,24000,"CA Dept Conserv",,5515867,291543,,-122.84929022199992,41.68168946700007
84112,CA,Siskiyou,"Prospect Pit",,0,"Indian Creek Baldy",1984,24000,"CA Dept Conserv",,5515867,291543,,-122.84912347999995,41.681861052000045
84121,CA,Siskiyou,"Prospect Pit",,0,"Indian Creek Baldy",1984,24000,"CA Dept Conserv",,5515867,291543,,-122.84987647399993,41.66657815900004
84134,CA,Siskiyou,"Prospect Pit",,0,"Indian Creek Baldy",1984,24000,"CA Dept Conserv",,5515867,291543,,-122.84815900099994,41.66641189900008
84144,CA,Siskiyou,"Prospect Pit",,0,"Indian Creek Baldy",1984,24000,"CA Dept Conserv",,5515867,291543,,-122.75768668799992,41.71617326200004
84201,CA,Siskiyou,"Prospect Pit",,0,"Indian Creek Baldy",1984,24000,"CA Dept Conserv",,5515867,291543,,-122.8490949799999,41.68176846600005
84231,CA,Siskiyou,"Prospect Pit",,0,"Indian Creek Baldy",1984,24000,"CA Dept Conserv",,5515867,291543,,-122.84813460599992,41.67471659000006
84253,CA,Siskiyou,"Prospect Pit",,0,"Indian Creek Baldy",1984,24000,"CA Dept Conserv",,5515867,291543,,-122.85068766699993,41.66268151500009
84279,CA,Siskiyou,"Prospect Pit",,0,"Indian Creek Baldy",1984,24000,"CA Dept Conserv",,5515867,291543,,-122.80001598099994,41.73761118500005
84345,CA,Siskiyou,"Prospect Pit",,0,"Indian Creek Baldy",1984,24000,"CA Dept Conserv",,5515867,291543,,-122.85000017899989,41.68269894200006
494051,CA,Siskiyou,"Mine Shaft","Golden Eagle Mine",0,"Fort Jones",1955,62500,USGS,,5501793,297493,,-122.8487773309999,41.68075053500007
494061,CA,Siskiyou,"Mine Shaft","New York Mine",0,"Fort Jones",1955,62500,USGS,,5501793,297493,,-122.85116630999994,41.687650972000085
48636,CA,Siskiyou,Adit,,14,"Indian Creek Baldy",1984,24000,"CA Dept Conserv",,5515867,291543,n,-122.85122184199992,41.688031601000034
48747,CA,Siskiyou,Adit,,6,"Indian Creek Baldy",1984,24000,"CA Dept Conserv",,5515867,291543,n,-122.79933180899991,41.73725343500007
489854,CA,Siskiyou,Adit,,10,"Fort Jones",1955,62500,USGS,,5501793,297493,n,-122.79765063899993,41.749077526000065
48526,CA,Siskiyou,Adit,,53,"Indian Creek Baldy",1984,24000,"CA Dept Conserv",,5515867,291543,ne,-122.8491311549999,41.68029001100007
48544,CA,Siskiyou,Adit,,64,"Indian Creek Baldy",1984,24000,"CA Dept Conserv",,5515867,291543,ne,-122.75161516399993,41.72417292200004
48820,CA,Siskiyou,Adit,,51,"Indian Creek Baldy",1984,24000,"CA Dept Conserv",,5515867,291543,ne,-122.83503044499992,41.70751236800004
489883,CA,Siskiyou,Adit,,28,"Fort Jones",1955,62500,USGS,,5501793,297493,ne,-122.79970182999995,41.737376288000064
489913,CA,Siskiyou,Adit,,67,"Fort Jones",1955,62500,USGS,,5501793,297493,ne,-122.75212094199992,41.72438733100006
48767,CA,Siskiyou,Adit,,83,"Indian Creek Baldy",1984,24000,"CA Dept Conserv",,5515867,291543,e,-122.75683264299994,41.71658103900006
48797,CA,Siskiyou,Adit,,95,"Indian Creek Baldy",1984,24000,"CA Dept Conserv",,5515867,291543,e,-122.84748791899995,41.66636018100007
48805,CA,Siskiyou,Adit,"New York Mine",68,"Indian Creek Baldy",1984,24000,"CA Dept Conserv",,5515867,291543,e,-122.85221040999994,41.68812150500008
489582,CA,Siskiyou,Adit,,72,"Fort Jones",1955,62500,USGS,,5501793,297493,e,-122.85230845099994,41.68808879300008
489619,CA,Siskiyou,Adit,,71,"Fort Jones",1955,62500,USGS,,5501793,297493,e,-122.8546117699999,41.68760338300007
489859,CA,Siskiyou,Adit,,111,Yreka,1954,62500,USGS,,5505197,302030,e,-122.74706675599992,41.721126913000035
48441,CA,Siskiyou,Adit,,150,"Indian Creek Baldy",1984,24000,"CA Dept Conserv",,5515867,291543,se,-122.76745362199989,41.71769966000005
48473,CA,Siskiyou,Adit,,180,"Indian Creek Baldy",1984,24000,"CA Dept Conserv",,5515867,291543,s,-122.75852712299991,41.716732909000086
48508,CA,Siskiyou,Adit,"Cherry Hill Mine",165,"Indian Creek Baldy",1984,24000,"CA Dept Conserv",,5515867,291543,s,-122.75603626899994,41.72017817200003
48595,CA,Siskiyou,Adit,,189,"Indian Creek Baldy",2001,24000,USGS,,5515865,100815,s,-122.79926192199991,41.73760539400007
48612,CA,Siskiyou,Adit,,180,"Indian Creek Baldy",1984,24000,"CA Dept Conserv",,5515867,291543,s,-122.75922630499991,41.71684813100006
489665,CA,Siskiyou,Adit,,172,"Fort Jones",1955,62500,USGS,,5501793,297493,s,-122.75871312999993,41.71697328000005
489874,CA,Siskiyou,Adit,,177,"Fort Jones",1955,62500,USGS,,5501793,297493,s,-122.75941006799991,41.71712097600005
48582,CA,Siskiyou,Adit,,208,"Indian Creek Baldy",1984,24000,"CA Dept Conserv",,5515867,291543,sw,-122.77761530599992,41.71543735900008
489552,CA,Siskiyou,Adit,"Cherry Hill Mine",216,"Fort Jones",1955,62500,USGS,,5501793,297493,sw,-122.75560229299992,41.71764714100004
489601,CA,Siskiyou,Adit,"Mt Vernon Mine",223,Yreka,1954,62500,USGS,,5505197,302030,sw,-122.7427085349999,41.723680551000086
489634,CA,Siskiyou,Adit,,220,"Fort Jones",1955,62500,USGS,,5501793,297493,sw,-122.7559484549999,41.71751790700006
489738,CA,Siskiyou,Adit,Tunnel,205,"Fort Jones",1955,62500,USGS,,5501793,297493,sw,-122.7777709579999,41.71579087900005
489835,CA,Siskiyou,Adit,,211,"Fort Jones",1955,62500,USGS,,5501793,297493,sw,-122.75521459299989,41.71641019100008
48597,CA,Siskiyou,Adit,,254,"Indian Creek Baldy",1984,24000,"CA Dept Conserv",,5515867,291543,w,-122.8533101239999,41.66625803900007
48778,CA,Siskiyou,Adit,,260,"Indian Creek Baldy",1984,24000,"CA Dept Conserv",,5515867,291543,w,-122.75548985099994,41.71775030300006
489719,CA,Siskiyou,Adit,,269,"Fort Jones",1955,62500,USGS,,5501793,297493,w,-122.85354511799994,41.665731949000076
48705,CA,Siskiyou,Adit,"Schroeder Mine",337,"Indian Creek Baldy",1984,24000,"CA Dept Conserv",,5515867,291543,nw,-122.78932693199994,41.749453422000045
